"NQUEST"	"numcompfam"	"NCOMP"	"nord"	"SEX"	"PARENT"	"NASC"	"ANASC"	"CIT"	"ANINGR"	"MOTIV"	"STACIV"	"STUDIO"	"TIPOLAU"	"VOTOEDU"	"SUEDU"	"SELODE"	"ANNOEDU"	"TIPODIP"	"UNIVER"	"PRESNORD"	"NORDP"	"MOTENT"	"ANNOENUS"	"B01"	"APQUAL2"	"ASNONOC2"	"NACE2"	"NESPLAV"	"EXLAV"	"ETALAV"	"DISLAV"	"DISANN1"	"DISANN2"	"CONTRIB"	"ACONTRIB"	"FCONTRIB"	"OCCNOW"	"PROBLAV1"	"CERC2"	"PROBLAV2"	"SALMIN"	"SMARTW"	"SMARTWA"	"SMARTWB"	"ETAPEN"	"COPPU"	"PREVCOM"	"COPPIP"	"B16"	"B17A"	"B17B"	"B18"	"B19A"	"B19B"	"B19C"	"ATTIVP"	"ISCO"	"NACE"	"ETALAV2"	"MISCOVID1"	"MISCOVID2"	"MISCOVIDV1"	"ETA"	"NASCREG"	"NASCAREA"	"IREG"	"PARENTP"	"smartwa1"	"CLETA5"	"QUAL"	"Q"	"SETT"	"CFRED"	"PERC"	"PERL"	"NPERL"	"NPERC"	"AREA3"	"AREA5"	"ACOM4C"	"ACOM5"	"PESOFIT"	"PESOFIT2"	"y.hh"	"y.fam"	"y.nhh"	"GODABIT"	"QUOPRO"	"VALABIT"	"y.rhh"	"NW"	"NE"	"N"	"SO"	"IS"	"S"
682363	1	1	1	1	1	1	1938	1	NA	NA	4	5	NA	39	60	NA	1960	2	2	1	1	NA	NA	2	15	2	15	1	NA	25	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	82	18	3	18	NA	NA	5	6	3	5	1	1	0	0	1	3	4	0	1	1.5370005033	6224.5179444	19500	19500	0	1	0	300000	100	FALSE	FALSE	0	TRUE	FALSE	1
682408	3	3	1	2	1	1	1979	1	NA	NA	1	5	NA	100	100	NA	2001	2	2	1	2	NA	NA	2	21	NA	NA	3	1	22	1	5	NA	1	3	0	2	NA	1	35	9	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	1	NA	0	NA	NA	NA	NA	NA	41	9	2	9	NA	NA	2	7	3	5	0	0	0	1	1	2	3	2	4	1.0380759744	4203.9820523	1200	20450	19250	1	0	250000	5.8679706601467	FALSE	FALSE	0	FALSE	FALSE	0
682457	2	2	1	1	1	1	1949	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	15	1	15	2	1	16	2	NA	NA	1	38	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	14	3	14	NA	NA	5	6	3	5	1	1	0	0	1	3	4	2	3	0.6958416359	2818.0073721	16900	16900	0	2	0	60000	100	FALSE	FALSE	0	TRUE	FALSE	1
682496	2	2	1	1	1	1	1955	1	NA	NA	2	5	NA	56	60	NA	1975	2	2	1	1	NA	NA	2	12	6	13	2	3	20	NA	NA	1	1	16	0	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	65	10	2	10	NA	NA	5	7	3	5	0	1	0	0	2	2	3	1	3	0.7944367466	3217.2961388	3770	18390	14620	1	0	150000	20.5002718868951	FALSE	FALSE	0	FALSE	FALSE	0
682737	3	3	1	1	1	1	1949	1	NA	NA	1	5	NA	45	60	NA	1970	2	1	1	1	NA	NA	2	15	4	11	4	1	21	2	NA	NA	1	37	12	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	13	3	13	NA	NA	5	6	3	5	0	1	0	0	3	3	4	2	3	0.3313021595	1341.7017318	25480	65780	40300	1	0	110000	38.7351778656126	FALSE	FALSE	0	TRUE	FALSE	1
682782	1	1	1	2	1	1	1947	1	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	3	1	NA	18	2	NA	NA	1	36	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	73	10	2	10	NA	NA	5	6	3	5	1	1	0	0	1	2	3	0	2	4.7253110745	19136.482722	10790	10790	0	1	33	60000	100	FALSE	FALSE	0	FALSE	FALSE	0
682812	2	2	1	1	1	1	1952	1	NA	NA	1	5	NA	49	60	NA	1971	2	2	1	1	NA	NA	1	6	NA	NA	1	NA	14	2	NA	NA	1	50	1	1	100	2	NA	NA	2	NA	NA	71	20	NA	NA	2	1	2	1	2	2	2	NA	2212	17	NA	2	2	NA	68	9	2	9	NA	NA	5	4	2	3	1	1	1	1	1	2	3	2	4	0.4379734623	1773.697321	15600	15600	0	1	0	250000	100	FALSE	FALSE	0	FALSE	FALSE	0
682829	1	1	1	1	1	1	1944	1	NA	NA	3	4	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	4	3	3	17	2	NA	NA	1	34	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	76	3	1	3	NA	NA	5	6	3	5	1	1	0	0	1	1	1	0	2	2.1782894175	8821.5986515	20800	20800	0	1	0	300000	100	TRUE	FALSE	1	FALSE	FALSE	0
682897	3	3	1	2	1	1	1963	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	2	NA	NA	2	1	15	2	NA	NA	1	39	0	1	100	2	NA	NA	2	NA	NA	62	70	2	NA	1	2	2	2	2	2	2	NA	4321	17	50	2	2	NA	57	10	2	10	NA	NA	4	2	1	3	1	1	1	2	3	2	3	0	2	3.7542326928	15203.826358	28000	47533	19533	1	0	170000	58.9064439442072	FALSE	FALSE	0	FALSE	FALSE	0
682900	3	3	1	2	1	1	1962	1	NA	NA	4	5	NA	37	60	NA	1981	2	2	1	1	NA	NA	1	2	NA	NA	1	NA	25	2	NA	NA	1	34	0	1	100	2	NA	NA	2	NA	NA	65	70	2	NA	1	2	2	1	2	2	2	NA	2221	17	NA	2	2	NA	58	10	2	10	NA	NA	4	2	1	3	1	1	1	2	2	2	3	0	2	4.1786355429	16922.565649	24899	41899	17000	1	0	110000	59.4262392897205	FALSE	FALSE	0	FALSE	FALSE	0
682918	3	3	1	1	1	1	1958	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	15	8	19	1	NA	20	2	NA	NA	1	43	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	62	11	2	11	NA	NA	4	6	3	5	0	1	0	1	2	2	3	0	2	5.1225622391	20745.26359	18000	37200	19200	1	0	150000	48.3870967741936	FALSE	FALSE	0	FALSE	FALSE	0
682969	1	1	1	2	1	1	1951	1	NA	NA	3	5	NA	7	10	NA	1969	5	1	1	1	NA	NA	2	15	2	15	2	1	19	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	69	15	3	15	NA	NA	5	6	3	5	1	1	0	0	1	3	4	0	1	2.3646581894	9576.3516672	23400	23400	0	5	0	120000	100	FALSE	FALSE	0	TRUE	FALSE	1
683034	2	2	1	2	1	1	1959	1	NA	NA	3	4	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	7	3	1	17	2	NA	NA	1	42	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	61	5	1	5	NA	NA	4	6	3	5	1	1	0	0	1	1	2	2	3	0.6992500751	2831.8108098	21450	21450	0	1	0	185000	100	FALSE	TRUE	1	FALSE	FALSE	0
683043	2	2	1	2	1	1	1949	1	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	3	1	NA	15	2	NA	NA	1	23	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	8	1	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	2	4	1.080775107	4376.904258	18590	30290	11700	2	0	140000	61.3733905579399	FALSE	TRUE	1	FALSE	FALSE	0
683119	3	3	1	1	1	1	1969	1	NA	NA	1	5	NA	48	60	NA	1989	2	2	1	1	NA	NA	1	1	NA	NA	5	1	20	2	NA	NA	1	30	0	1	100	2	NA	NA	2	NA	NA	70	75	3	NA	1	2	2	2	2	2	2	NA	7233	5	50	2	2	NA	51	4	1	4	NA	NA	3	1	1	2	1	1	1	2	2	1	2	2	3	0.3463034813	1402.4538241	24000	46000	22000	1	0	260000	52.1739130434783	FALSE	TRUE	1	FALSE	FALSE	0
683121	1	1	1	1	1	1	1939	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	6	1	NA	14	2	NA	NA	1	44	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	81	4	1	4	NA	NA	5	6	3	5	1	1	0	0	1	1	2	2	3	1.0524095234	4262.0298101	18200	18200	0	1	0	300000	100	FALSE	TRUE	1	FALSE	FALSE	0
683164	5	5	1	1	1	1	1966	1	NA	NA	1	5	NA	40	60	NA	1984	1	2	1	1	NA	NA	1	4	NA	NA	1	NA	20	2	NA	NA	1	40	5	1	100	2	NA	NA	2	NA	NA	57	70	2	NA	1	2	2	2	2	2	2	NA	3355	15	NA	2	2	NA	54	13	3	6	NA	NA	3	3	1	3	1	1	1	2	2	1	2	0	2	2.703218628	10947.447851	32000	32000	0	1	0	220000	100	FALSE	TRUE	1	FALSE	FALSE	0
683247	3	3	1	1	1	1	1954	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	19	1	NA	16	2	NA	NA	1	40	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	66	18	3	18	NA	NA	5	6	3	5	1	1	0	0	1	3	4	0	2	2.733891156	11071.664923	26000	26000	0	1	0	100000	100	FALSE	FALSE	0	TRUE	FALSE	1
683248	4	4	1	1	1	1	1950	1	NA	NA	1	5	NA	39	60	NA	1979	2	2	1	1	NA	NA	2	15	2	15	1	NA	17	2	NA	NA	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	70	18	3	18	NA	NA	5	6	3	5	1	1	0	1	2	3	4	0	2	2.3593057435	9554.6754246	15600	27600	12000	1	0	120000	56.5217391304348	FALSE	FALSE	0	TRUE	FALSE	1
683349	6	6	1	1	1	1	1966	1	NA	NA	1	7	6	101	110	0	1992	1	NA	1	1	NA	NA	1	4	NA	NA	2	1	17	2	NA	NA	1	29	0	1	100	2	NA	NA	1	0	0	68	100	1	100	1	2	2	2	2	2	2	NA	3312	14	26	2	2	NA	54	5	1	5	NA	NA	3	3	1	4	1	1	1	3	3	1	2	1	3	1.3301849704	5386.9599913	40000	73300	33300	1	0	700000	54.5702592087312	FALSE	TRUE	1	FALSE	FALSE	0
683377	6	6	1	2	1	1	1971	1	NA	NA	1	7	3	110	110	1	1996	3	NA	1	1	NA	NA	1	6	NA	NA	1	NA	25	2	NA	NA	1	24	0	1	100	2	NA	NA	2	NA	NA	62	20	NA	NA	2	1	2	2	2	1	2	NA	2212	17	NA	2	2	NA	49	15	3	13	NA	NA	3	4	2	3	0	1	1	2	2	3	4	2	4	0.7092298772	2872.2268391	2000	33000	31000	1	0	300000	6.06060606060606	FALSE	FALSE	0	TRUE	FALSE	1
683399	1	1	1	1	1	1	1951	1	NA	NA	2	7	9	102	110	0	1976	5	NA	1	1	NA	NA	2	15	4	11	2	1	24	2	NA	NA	1	37	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	69	5	1	5	NA	NA	5	6	3	5	1	1	0	0	1	1	2	2	4	0.3207750413	1299.0691911	23400	23400	0	1	33	700000	100	FALSE	TRUE	1	FALSE	FALSE	0
683472	4	4	1	1	1	1	1958	1	NA	NA	1	5	NA	46	60	NA	1977	3	2	1	1	NA	NA	1	6	NA	NA	1	NA	26	2	NA	NA	1	36	0	1	80	2	NA	NA	1	0	20	65	65	NA	NA	2	1	2	2	2	2	2	NA	2432	10	NA	2	2	NA	62	8	1	8	NA	NA	4	4	2	4	0	1	1	2	2	1	2	0	2	3.7635713134	15241.645741	0	23380	23380	1	0	160000	0	FALSE	TRUE	1	FALSE	FALSE	0
683645	2	2	1	2	1	1	1945	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	9	7	4	3	19	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	75	10	2	10	NA	NA	5	6	3	5	0	1	0	0	2	2	3	0	2	2.4360376947	9865.4231479	8960	24560	15600	1	0	55000	36.4820846905537	FALSE	FALSE	0	FALSE	FALSE	0
683650	2	2	1	1	1	1	1944	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	3	2	3	15	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	76	10	2	10	NA	NA	5	6	3	5	1	1	0	0	2	2	3	0	2	1.8504983731	7494.1161726	9490	18850	9360	1	0	50000	50.3448275862069	FALSE	FALSE	0	FALSE	FALSE	0
683661	2	2	1	1	1	1	1951	1	NA	NA	1	5	NA	50	60	NA	1970	6	1	1	1	NA	NA	2	15	2	15	1	NA	27	2	NA	NA	1	41	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	69	19	3	19	NA	NA	5	6	3	5	1	1	0	1	2	3	5	3	5	0.7972198148	3228.5669601	26000	45000	19000	1	0	250000	57.7777777777778	FALSE	FALSE	0	FALSE	TRUE	1
683675	2	2	1	1	1	1	1950	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	15	1	6	1	NA	15	1	2	NA	1	43	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	70	20	3	20	NA	NA	5	6	3	5	1	1	0	0	2	3	5	0	1	3.1346303244	12694.571447	10800	14160	3360	1	0	20000	76.271186440678	FALSE	FALSE	0	FALSE	TRUE	1
683727	3	3	1	2	1	1	1953	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	1	2	NA	0	NA	NA	NA	NA	NA	67	15	3	15	NA	NA	5	6	3	5	1	1	0	0	1	3	4	2	4	0.8009376614	3243.6234308	10430	10430	0	2	0	10000	100	FALSE	FALSE	0	TRUE	FALSE	1
683737	1	1	1	2	1	2	1989	1	1990	1	2	5	NA	86	100	NA	2007	5	2	1	1	NA	NA	1	2	NA	NA	1	NA	20	1	3	NA	1	6	0	1	60	2	NA	NA	2	NA	NA	65	30	2	NA	1	2	2	2	2	2	2	NA	4110	3	NA	2	2	NA	31	NA	NA	19	NA	NA	1	2	1	2	1	1	1	1	1	3	5	0	1	4.1973769665	16998.464341	10800	10800	0	2	0	50000	100	FALSE	FALSE	0	FALSE	TRUE	1
683767	2	2	1	1	1	1	1949	1	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	15	1	22	2	1	21	2	NA	NA	1	38	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	5	1	5	NA	NA	5	6	3	5	0	1	0	0	2	1	2	1	3	0.2909124545	1178.1322058	11440	29640	18200	1	0	150000	38.5964912280702	FALSE	TRUE	1	FALSE	FALSE	0
683785	1	1	1	1	1	1	1950	1	NA	NA	4	5	NA	57	60	NA	1969	2	2	1	1	NA	NA	2	15	2	15	3	1	26	1	2	NA	1	39	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	70	17	3	17	NA	NA	5	6	3	5	1	1	0	0	1	3	4	2	4	0.2887877982	1169.5278094	16640	16640	0	1	0	130000	100	FALSE	FALSE	0	TRUE	FALSE	1
683896	2	2	1	2	1	1	1949	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	1	3	3	15	2	NA	NA	1	15	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	7	1	7	NA	NA	5	6	3	5	0	1	0	0	2	1	1	0	1	1.9503615153	7898.5401916	7000	22600	15600	1	0	400000	30.9734513274336	TRUE	FALSE	1	FALSE	FALSE	0
683991	3	3	1	1	1	1	1954	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	66	19	3	19	NA	NA	5	6	3	5	1	1	0	1	2	3	5	2	4	0.1053236442	426.53786495	9600	9600	0	1	0	100000	100	FALSE	FALSE	0	FALSE	TRUE	1
684037	2	2	1	1	1	1	1932	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	15	1	3	3	1	15	2	NA	NA	1	37	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	88	3	1	3	NA	NA	5	6	3	5	1	1	0	0	2	1	1	0	2	0.5033639144	2038.5144383	15600	26650	11050	1	0	110000	58.5365853658537	TRUE	FALSE	1	FALSE	FALSE	0
684063	2	2	1	1	1	1	1952	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	11	3	1	18	2	NA	NA	1	42	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	68	16	3	16	NA	NA	5	6	3	5	1	1	0	0	1	3	4	2	5	0.3790980447	1535.2646775	18200	18200	0	1	0	220000	100	FALSE	FALSE	0	TRUE	FALSE	1
684279	2	2	1	2	1	1	1956	1	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	1	NA	17	2	NA	NA	1	31	0	1	60	2	NA	NA	2	NA	NA	67	80	2	NA	1	2	2	2	2	2	2	NA	9623	19	NA	2	2	NA	64	8	1	8	NA	NA	4	1	1	4	0	1	1	2	2	1	2	0	1	5.3009326266	21467.624887	8450	23850	15400	1	33	80000	35.4297693920335	FALSE	TRUE	1	FALSE	FALSE	0
684328	1	1	1	1	1	1	1964	1	NA	NA	4	5	NA	38	60	NA	1983	2	2	1	1	NA	NA	1	1	NA	NA	1	NA	17	2	NA	NA	1	38	0	1	100	2	NA	NA	2	NA	NA	63	95	2	NA	1	2	2	2	2	2	2	NA	7113	3	NA	2	2	NA	56	3	1	3	NA	NA	4	1	1	2	1	1	1	1	1	1	1	0	2	2.2914751202	9279.9761445	23500	23500	0	5	0	200000	100	TRUE	FALSE	1	FALSE	FALSE	0
684359	2	2	1	1	1	2	1952	1	1960	1	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	3	10	1	15	2	NA	NA	1	38	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	68	NA	NA	8	NA	NA	5	6	3	5	0	1	0	0	2	1	2	0	1	0.3633572439	1471.5178558	14950	33150	18200	1	0	45000	45.0980392156863	FALSE	TRUE	1	FALSE	FALSE	0
684434	2	2	1	2	1	1	1943	1	NA	NA	1	5	NA	40	60	NA	1963	2	2	1	1	NA	NA	2	15	2	7	2	1	20	2	NA	NA	1	22	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	77	8	1	9	NA	NA	5	6	3	5	0	1	0	0	2	2	3	0	2	1.636680949	6628.2020822	14300	42900	28600	1	0	330000	33.3333333333333	FALSE	FALSE	0	FALSE	FALSE	0
684454	2	2	1	1	1	1	1946	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	7	7	1	NA	16	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	74	18	3	18	NA	NA	5	6	3	5	1	1	0	0	2	3	4	0	2	3.1346303244	12694.571447	13000	19630	6630	1	0	150000	66.2251655629139	FALSE	FALSE	0	TRUE	FALSE	1
684524	1	1	1	2	1	1	1941	1	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	9	1	NA	37	2	NA	NA	1	23	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	79	11	2	11	NA	NA	5	6	3	5	1	1	0	0	1	2	3	0	1	6.5460452914	26510.060532	18600	18600	0	1	0	100000	100	FALSE	FALSE	0	FALSE	FALSE	0
684525	2	2	1	2	1	1	1956	1	NA	NA	1	7	7	100	100	0	1977	3	NA	1	1	NA	NA	2	15	3	16	1	NA	22	2	NA	NA	1	40	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	64	11	2	11	NA	NA	4	6	3	5	1	1	0	0	2	2	3	0	1	1.0282404048	4164.1501332	19200	33600	14400	1	0	300000	57.1428571428571	FALSE	FALSE	0	FALSE	FALSE	0
684671	3	3	1	1	1	1	1961	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	1	NA	26	2	NA	NA	1	32	1	1	50	1	50	6	2	NA	NA	67	65	2	NA	1	2	2	2	1	2	2	NA	6114	1	NA	2	2	NA	59	19	3	19	NA	NA	4	1	1	1	1	1	1	2	2	3	5	1	3	1.1133572779	4508.8549676	12000	23500	11500	1	0	130000	51.063829787234	FALSE	FALSE	0	FALSE	TRUE	1
684740	1	1	1	1	1	1	1974	1	NA	NA	3	5	NA	75	100	NA	1993	2	2	1	2	NA	NA	1	2	NA	NA	1	NA	28	2	NA	NA	1	18	1	1	90	2	NA	NA	1	0	2	66	75	2	NA	1	2	2	2	2	2	2	NA	3321	11	NA	2	2	NA	46	16	3	16	NA	NA	3	2	1	4	1	1	1	1	1	3	4	2	4	2.2906891795	9276.7932555	16000	16000	0	1	0	80000	100	FALSE	FALSE	0	TRUE	FALSE	1
684886	2	2	1	2	1	1	1961	1	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	13	NA	NA	3	1	20	1	2	NA	2	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	1	NA	0	NA	NA	NA	NA	NA	59	16	3	16	NA	NA	4	7	3	5	1	1	0	0	2	3	4	2	4	1.505618887	6097.4292198	1900	3900	2000	2	0	68000	48.7179487179487	FALSE	FALSE	0	TRUE	FALSE	1
684937	2	2	1	1	1	1	1946	1	NA	NA	1	5	NA	7	10	NA	1965	2	2	1	1	NA	NA	2	15	2	14	2	1	23	1	10	NA	1	15	0	1	100	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	2	1	2	1	2	2	2	6	3342	14	23	2	2	NA	74	19	3	19	NA	NA	5	6	3	5	1	1	1	1	1	3	5	3	5	0.6333570681	2564.9584546	23400	23400	0	2	0	130000	100	FALSE	FALSE	0	FALSE	TRUE	1
685058	1	1	1	1	1	1	1955	1	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	3	1	NA	17	2	NA	NA	1	36	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	65	18	3	18	NA	NA	5	6	3	5	1	1	0	0	1	3	4	1	3	1.5995421848	6477.7981599	15600	15600	0	1	0	100000	100	FALSE	FALSE	0	TRUE	FALSE	1
685130	1	1	1	2	1	1	1938	1	NA	NA	4	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	82	20	3	20	NA	NA	5	6	3	5	1	1	0	0	1	3	5	2	3	1.1424509425	4626.6779855	10400	10400	0	1	0	130000	100	FALSE	FALSE	0	FALSE	TRUE	1
685149	2	2	1	1	1	1	1953	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	15	1	NA	20	2	NA	NA	1	29	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	67	17	3	13	NA	NA	5	6	3	5	1	1	0	0	1	3	4	1	3	0.8221910677	3329.6951063	23400	23400	0	1	0	75000	100	FALSE	FALSE	0	TRUE	FALSE	1
685164	2	2	1	2	1	1	1959	1	NA	NA	1	5	NA	48	60	NA	1979	2	2	1	1	NA	NA	2	15	2	15	3	1	14	2	NA	NA	1	43	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	61	8	1	8	NA	NA	4	6	3	5	0	1	0	1	2	1	2	0	1	0.0001984376	0.8036292235	24050	69550	45500	1	0	150000	34.5794392523364	FALSE	TRUE	1	FALSE	FALSE	0
685258	2	2	1	1	1	1	1939	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	19	2	1	15	1	2	NA	1	37	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	81	11	2	11	NA	NA	5	6	3	5	1	1	0	0	1	2	3	1	3	0.9343198119	3783.7921473	18200	18200	0	1	0	100000	100	FALSE	FALSE	0	FALSE	FALSE	0
685296	3	3	1	1	1	1	1967	1	NA	NA	1	5	NA	50	60	NA	1986	2	2	1	1	NA	NA	1	1	NA	NA	3	1	20	2	NA	NA	1	35	1	1	100	2	NA	NA	2	NA	NA	64	80	1	95	1	2	2	2	1	2	2	NA	3135	3	32	2	2	NA	53	10	2	10	NA	NA	3	1	1	2	1	1	1	1	2	2	3	1	3	1.3572714757	5496.6544499	19500	22860	3360	1	0	170000	85.3018372703412	FALSE	FALSE	0	FALSE	FALSE	0
